"","pitcher","player_name","Season","Pitches","Whiff","xWhiff","In_Whiff","OOZ.Pitches","OOZ.Swing","OOZ.xSwing","OOZ","IZ.Pitches","IZ.Swing","IZ.xSwing","IZ","Score"
"1",112526,"Bartolo Colon",2015,2703,0.06474,0.08813,-0.0222325924403513,850,0.38235,0.29204,0.0670151855095107,1469,0.62015,0.65695,-0.0353128500475434,0.0800954431167029
"2",112526,"Bartolo Colon",2016,2792,0.05516,0.08577,-0.0302929036192982,990,0.34343,0.28844,0.0420502628072221,1475,0.62237,0.67487,-0.0497581365954725,0.0615154957833964
"3",112526,"Bartolo Colon",2017,2252,0.05373,0.09115,-0.0378991976284217,725,0.3269,0.31695,0.0135622680000916,1128,0.6445,0.65594,-0.0186488750462585,-0.00568805458207162
"4",112526,"Bartolo Colon",2018,2228,0.05341,0.08958,-0.0332925771570797,728,0.36126,0.31084,0.0562018906473275,1111,0.62376,0.64866,-0.0300335006781568,0.0529428141684047
"5",115629,"LaTroy Hawkins",2015,556,0.08094,0.09129,-0.0090297477177939,166,0.31928,0.27072,0.0195164518773355,304,0.70395,0.6622,0.0199984190770475,-0.00951171491750594
"6",150116,"Randy Wolf",2015,624,0.07212,0.09396,-0.0159862918189007,285,0.2807,0.2651,0.000126579707493621,283,0.68198,0.62017,0.0425875236782784,-0.0584472357896855
"7",150302,"Jason Marquis",2015,783,0.09451,0.09586,-0.00140508053216802,255,0.2902,0.28502,0.0000509890824058642,339,0.66077,0.63312,0.00868516445801725,-0.0100392559077794
"8",150359,"A.J. Burnett",2015,2499,0.08844,0.10923,-0.0207952086999665,532,0.2218,0.29744,-0.0749110383016192,1205,0.63154,0.64665,-0.0232180345073631,-0.0724882124942226
"9",217096,"Barry Zito",2015,150,0.08,0.09701,-0.00246672382136021,70,0.24286,0.25546,-0.0254068216387116,59,0.52542,0.59819,-0.0151539963952048,-0.0127195490648671
"10",218596,"Tim Hudson",2015,1851,0.08374,0.08272,0.000393569323981321,481,0.23701,0.2733,-0.0442634571807659,916,0.66157,0.64071,0.0130588641691639,-0.0569287520259484
"11",276351,"Jason Grilli",2015,591,0.14552,0.11478,0.027178555346162,213,0.32864,0.29802,0.00746601785742508,298,0.68456,0.67625,-0.000677787987536165,0.0353223611911232
"12",276351,"Jason Grilli",2016,1072,0.13433,0.12009,0.0115705052753032,355,0.28451,0.26568,0.0135399685846673,498,0.64257,0.67605,-0.0268782781853793,0.0519887520453498
"13",276351,"Jason Grilli",2017,798,0.11779,0.11364,-0.00204851914319127,260,0.29615,0.26389,0.0190608440820447,399,0.69925,0.68652,-0.00676856143276393,0.0237808863716173
"14",276514,"Kevin Gregg",2015,213,0.08451,0.09343,-0.00478388528378636,84,0.39286,0.35626,0.012454435523265,89,0.7191,0.68141,0.00551149757692669,0.00215905266255198
"15",276520,"Bronson Arroyo",2017,1147,0.07672,0.09137,-0.0218889845645216,360,0.27778,0.26109,0.016119596622331,581,0.70052,0.61188,0.0556583027794169,-0.0614276907216076
"16",276542,"Joaquin Benoit",2015,1036,0.16506,0.12267,0.0357747622135092,436,0.38761,0.30892,0.0477648440576525,420,0.72857,0.66935,0.0286450305842007,0.054894575686961
"17",276542,"Joaquin Benoit",2016,833,0.14286,0.11953,0.0170338101114057,314,0.36624,0.29922,0.0380502233547067,364,0.70604,0.68325,0.0066638137717755,0.0484202196943369
"18",276542,"Joaquin Benoit",2017,871,0.13318,0.11683,0.0141881325129894,350,0.35429,0.31988,0.0348628649986079,400,0.7675,0.70856,0.0355165205320321,0.0135344769795653
"19",279571,"Matt Belisle",2015,594,0.08754,0.11336,-0.0205383058648814,156,0.26282,0.32227,-0.0555902095061234,287,0.63415,0.63125,-0.00648760714866662,-0.0696409082223382
"20",279571,"Matt Belisle",2016,671,0.0924,0.10682,-0.0134887403047711,200,0.305,0.2818,0.0036367218638532,358,0.7514,0.66396,0.0562960169718107,-0.0661480354127286
"21",279571,"Matt Belisle",2017,934,0.10278,0.11294,-0.0129373968976516,246,0.3252,0.35741,-0.0162905248372689,464,0.66379,0.64066,0.00290933995151867,-0.0321372616864391
"22",279571,"Matt Belisle",2018,573,0.11867,0.11248,0.00423351071404633,167,0.35928,0.3029,0.0363181164842967,268,0.73507,0.64663,0.0443375669289828,-0.00378593973063975
"23",279824,"Mark Buehrle",2015,2829,0.05196,0.09616,-0.0418246415799123,1077,0.27669,0.2789,-0.0221564156686276,1381,0.66763,0.64572,0.0128696019617945,-0.0768506592103345
"24",282332,"CC Sabathia",2015,2670,0.09213,0.10276,-0.00731128632549454,939,0.29393,0.2905,-0.0158648052222002,1299,0.61432,0.62777,-0.0131624962830478,-0.0100135952646469
"25",282332,"CC Sabathia",2016,2856,0.09944,0.0942,0.00479688123457055,1090,0.3055,0.26134,0.0308875293276504,1360,0.62574,0.64272,-0.0127709311342408,0.0484553416964618
"26",282332,"CC Sabathia",2017,2245,0.08864,0.10856,-0.0206732308464418,886,0.28104,0.29971,-0.0246292493529859,1045,0.66124,0.64525,0.00483086910693617,-0.0501333493063639
"27",282332,"CC Sabathia",2018,2492,0.10674,0.11794,-0.0119664200869021,985,0.31574,0.30005,0.0151842583779393,1193,0.65381,0.66002,-0.0228860820047218,0.026103920295759
"28",282332,"CC Sabathia",2019,1674,0.11589,0.11672,-0.00273707077685502,681,0.25844,0.28823,-0.0114205997471,770,0.68052,0.64955,0.0142723841761319,-0.0284300547000869
"29",285064,"Ryan Vogelsong",2015,2276,0.06327,0.09774,-0.0371319953680355,738,0.30081,0.28621,-0.00632674236357231,1053,0.62963,0.63788,-0.0158849725631614,-0.0275737651684464
"30",285064,"Ryan Vogelsong",2016,1337,0.06358,0.10377,-0.0398345642535845,491,0.2831,0.29443,-0.00886335721031404,554,0.62635,0.63078,-0.011883941959347,-0.0368139795045515
"31",285079,"R.A. Dickey",2015,3222,0.09125,0.10432,-0.00682639853813323,986,0.28296,0.20542,0.0661824504539726,1723,0.67615,0.57074,0.0966346588897472,-0.0372786069739078
"32",285079,"R.A. Dickey",2016,2708,0.10561,0.10696,0.00036013699455621,755,0.29139,0.20488,0.0636376307388681,1438,0.66551,0.57099,0.0860314820977359,-0.0220337143643116
"33",285079,"R.A. Dickey",2017,2780,0.08849,0.11077,-0.0220952144088023,773,0.27814,0.24592,0.0362983335273432,1462,0.6539,0.59049,0.0462562521594122,-0.0320531330408713
"34",329092,"Randy Choate",2015,406,0.10837,0.08408,0.0232048263153635,155,0.32903,0.24065,0.053060582372929,180,0.62778,0.61418,0.00580121923145633,0.0704641894568362
"35",346793,"Jeremy Affeldt",2015,562,0.05872,0.08047,-0.0185589800625662,212,0.17925,0.21365,-0.0356358107090532,280,0.62857,0.61885,-0.00284828737005809,-0.0513465034015613
"36",346798,"Kyle Lohse",2015,2540,0.09134,0.10987,-0.0166214812668576,787,0.2859,0.29199,-0.00964231962767195,1146,0.65183,0.6327,0.00759544659532857,-0.0338592474898581
"37",346798,"Kyle Lohse",2016,188,0.04255,0.0921,-0.0217026194118712,59,0.20339,0.29104,-0.0307045078710364,74,0.58108,0.62435,-0.0110036690354617,-0.0414034582474459
"38",346847,"Joe Beimel",2015,698,0.07163,0.09081,-0.0129007088061149,265,0.23019,0.26951,-0.0366943067917528,313,0.71565,0.63455,0.048084319925771,-0.0976793355236388
"39",407793,"John Lackey",2015,3106,0.09401,0.0812,0.0114130112374913,772,0.26813,0.27648,-0.0183191028391597,1666,0.67167,0.64114,0.019989951024798,-0.0268960426264664
"40",407793,"John Lackey",2016,2778,0.11483,0.09075,0.0208629418142701,713,0.31557,0.31161,0.00140715157315657,1381,0.66401,0.63718,0.0181296574465758,0.00414043594085082
"41",407793,"John Lackey",2017,2692,0.10364,0.08317,0.0178830868566333,728,0.26511,0.30327,-0.0222815204956297,1326,0.66139,0.63986,0.0119023185302721,-0.0163007521692684
"42",407819,"Matt Thornton",2015,593,0.08432,0.08346,0.00536662602193864,237,0.26582,0.24182,0.00713745876593015,290,0.70345,0.64809,0.0332313658093216,-0.0207272810214528
"43",407819,"Matt Thornton",2016,280,0.06786,0.07462,-0.00166094990685694,97,0.19588,0.24559,-0.0244047074435101,148,0.75,0.63224,0.054216845303339,-0.080282502653706
"44",407822,"Jorge De La Rosa",2015,2455,0.11813,0.10525,0.00928308769276709,1091,0.32172,0.25782,0.0399138343620274,1082,0.66636,0.66518,-0.00597924509273115,0.0551761671475256
"45",407822,"Jorge De La Rosa",2016,2329,0.10434,0.10603,-0.000952984833358298,953,0.26023,0.24025,-0.001044871148968,1081,0.65032,0.65852,-0.00725670265340257,0.00525884667107627
"46",407822,"Jorge De La Rosa",2017,865,0.14104,0.10343,0.0291590699656434,372,0.25269,0.23558,0.0155220728225178,407,0.76167,0.68268,0.0414947879900079,0.00318635479815329
"47",407822,"Jorge De La Rosa",2018,996,0.11647,0.11273,0.00284298201515448,413,0.27361,0.2712,0.0201769349663901,468,0.70299,0.68704,0.00435102846977259,0.018668888511772
"48",407845,"Fernando Rodney",2015,1100,0.09727,0.10117,-0.00111610339113543,386,0.3057,0.25874,0.0266927257654972,527,0.57685,0.68899,-0.0852065209305982,0.11078314330496
"49",407845,"Fernando Rodney",2016,1148,0.12718,0.10274,0.024273931990649,420,0.37857,0.30322,0.0535957740644192,517,0.59961,0.67606,-0.0607293103275843,0.138599016382653
"50",407845,"Fernando Rodney",2017,975,0.12513,0.10391,0.0158422690713562,350,0.34,0.31072,0.0381134882036133,448,0.60045,0.69464,-0.0795669336089999,0.133522690883969
"51",407845,"Fernando Rodney",2018,1168,0.11473,0.09365,0.0179147357157697,435,0.32414,0.29928,0.0259041018454218,546,0.62454,0.68108,-0.0503284075412068,0.0941472451023983
"52",407845,"Fernando Rodney",2019,851,0.11281,0.09669,0.0115723962922175,322,0.37888,0.29554,0.0764962980158813,389,0.62725,0.67549,-0.0446294657693176,0.132698160077416
"53",407890,"Colby Lewis",2015,3161,0.0832,0.10663,-0.0173723457918289,883,0.25708,0.25988,-0.00626138800575957,1557,0.64997,0.63898,0.0091201240027609,-0.0327538578003493
"54",407890,"Colby Lewis",2016,1750,0.08057,0.10692,-0.0219265506196927,497,0.23139,0.27705,-0.0370683545116472,872,0.63532,0.63507,-0.00514829517068136,-0.0538466099606585
"55",407908,"Joel Peralta",2015,482,0.08299,0.10684,-0.0191616208413366,148,0.36486,0.33503,0.00746282610201025,229,0.69869,0.66163,0.00687163235374715,-0.0185704270930735
"56",407908,"Joel Peralta",2016,501,0.11776,0.10731,0.00904672766293224,144,0.3125,0.29692,0.012033517535863,271,0.71218,0.6776,0.0125153899424564,0.00856485525633887
"57",408061,"Francisco Rodriguez",2015,828,0.13889,0.12541,0.00997308556661495,227,0.43612,0.35865,0.0520831264850827,395,0.62785,0.66929,-0.0418791089113142,0.103935320963012
"58",408061,"Francisco Rodriguez",2016,921,0.11835,0.11687,0.00162963624083497,228,0.36842,0.34187,0.013600034609484,430,0.65349,0.67191,-0.0175795313501076,0.0328092022004266
"59",408061,"Francisco Rodriguez",2017,431,0.09745,0.10314,-0.00482940575349648,79,0.25316,0.29971,-0.0155341549718916,233,0.61373,0.65183,-0.023898130361004,0.00353456963561593
"60",408241,"Jake Peavy",2015,1731,0.0803,0.09054,-0.0106581974831263,523,0.27342,0.29411,-0.0327657109645006,874,0.6762,0.66663,0.00238339884063156,-0.0458073072882585
"61",408241,"Jake Peavy",2016,2020,0.10495,0.09706,0.00690320474414894,581,0.26162,0.28421,-0.0254004772134498,996,0.68273,0.66372,0.0168954975516622,-0.0353927700209631
"62",421685,"Aaron Harang",2015,2843,0.07246,0.10255,-0.0281144670712934,848,0.30778,0.29364,0.00032410475804323,1395,0.681,0.65027,0.0249473827013454,-0.0527377450145956
"63",424144,"Oliver Perez",2015,729,0.1262,0.09102,0.026899698477922,316,0.35127,0.26401,0.0575597915795895,363,0.60606,0.64438,-0.0413114252582045,0.125770915315716
"64",424144,"Oliver Perez",2016,722,0.08864,0.09242,0.0016844484248446,313,0.23642,0.23135,0.00519850073298891,371,0.58491,0.67676,-0.0621362616464728,0.0690192108043064
"65",424144,"Oliver Perez",2017,600,0.10167,0.09671,0.00530340112346885,223,0.25561,0.29368,-0.00760661152869055,339,0.60767,0.68689,-0.0578624152841479,0.0555592048789262
"66",424144,"Oliver Perez",2018,467,0.14561,0.10194,0.0302300784255984,201,0.32338,0.28791,0.0429783917299706,241,0.57676,0.67866,-0.0634172029781007,0.13662567313367
"67",424144,"Oliver Perez",2019,652,0.13037,0.10861,0.0159420490821843,250,0.292,0.28336,0.0156602314927597,355,0.65634,0.65854,-0.00745225415839179,0.0390545347333359
"68",425386,"Jeremy Guthrie",2015,2432,0.0625,0.10582,-0.035048699760251,745,0.32081,0.31207,-0.000458226742058252,1234,0.65154,0.6545,-0.00284710185375172,-0.0326598246485575
"69",425426,"Chien-Ming Wang",2016,831,0.05295,0.08557,-0.0273438939119733,263,0.25475,0.27289,-0.0196767037709525,449,0.71715,0.65107,0.0449871943540649,-0.0920077920369907
"70",425492,"Ryan Madson",2015,898,0.1314,0.10501,0.0256960782083696,288,0.38889,0.35571,0.0158364317309654,475,0.64632,0.65977,-0.00915300751765162,0.0506855174569866
"71",425492,"Ryan Madson",2016,999,0.12112,0.09433,0.0219615217734636,370,0.38108,0.30404,0.0495579935024176,473,0.67865,0.65368,0.0109130016695615,0.0606065136063197
"72",425492,"Ryan Madson",2017,854,0.12881,0.10891,0.0163746475961984,313,0.43131,0.33399,0.0757701204038528,410,0.63902,0.67191,-0.0345398188983519,0.126684586898403
"73",425492,"Ryan Madson",2018,833,0.13926,0.09989,0.029947522712668,247,0.34008,0.30977,0.0293191838668253,450,0.72,0.66761,0.0209123288694347,0.0383543777100587
"74",425532,"Jerome Williams",2015,1958,0.08682,0.09083,-0.00313930412645521,644,0.35404,0.31566,0.0187569150739535,887,0.66742,0.63464,0.0255703391740867,-0.00995272822658843
"75",425532,"Jerome Williams",2016,291,0.09622,0.07791,0.00778418026959464,94,0.28723,0.27126,0.00188716524910166,125,0.76,0.63299,0.0488410450330786,-0.0391696995143823
"76",425626,"Chris Capuano",2015,744,0.11828,0.11795,0.00184127673668287,319,0.28527,0.27637,-0.0118664412114225,336,0.61012,0.61818,-0.00798599418260139,-0.00203917029213824
"77",425626,"Chris Capuano",2016,438,0.10502,0.11054,-0.0055675115298829,202,0.21782,0.28812,-0.0515018706205727,206,0.6699,0.67544,-0.00700156030254896,-0.0500678218479066
"78",425657,"Javier Lopez",2015,545,0.0844,0.08857,-0.00614658835669672,188,0.20213,0.23932,-0.025998886303364,238,0.68067,0.589,0.0434560434694395,-0.0756015181295002
"79",425657,"Javier Lopez",2016,441,0.06349,0.09022,-0.0169888498668202,170,0.18235,0.25709,-0.0404722686622931,192,0.64062,0.59629,0.0161071509078491,-0.0735682694369624
"80",425786,"Scott Atchison",2015,338,0.07396,0.10977,-0.0231547020327826,81,0.30864,0.22497,0.0269730932877766,171,0.66667,0.63917,0.00674232995994039,-0.00292393870494646
"81",425794,"Adam Wainwright",2015,383,0.08094,0.09275,-0.0111744232424687,106,0.28302,0.28776,-0.0181311481472985,197,0.70051,0.64173,0.0174152392947046,-0.0467208106844719
"82",425794,"Adam Wainwright",2016,3118,0.08178,0.09587,-0.0137948335201899,911,0.20856,0.27595,-0.0603277031971225,1481,0.61242,0.63369,-0.0228505080227758,-0.0512720286945366
"83",425794,"Adam Wainwright",2017,2090,0.07321,0.09844,-0.025182397236911,622,0.2299,0.30454,-0.0444974915774318,992,0.63004,0.65249,-0.0230856141037264,-0.0465942747106165
"84",425794,"Adam Wainwright",2018,732,0.0929,0.10652,-0.0186855939180383,229,0.19651,0.28496,-0.0447774608348658,333,0.60961,0.65858,-0.0405251032403032,-0.022937951512601
"85",425794,"Adam Wainwright",2019,2739,0.07777,0.10103,-0.0264165073942854,755,0.2,0.30224,-0.0660871258227663,1336,0.59955,0.63681,-0.049643283777416,-0.0428603494396356
"86",425835,"Chin-hui Tsao",2015,132,0.09091,0.11039,-0.0101160213379593,52,0.32692,0.27921,0.0112336976867798,55,0.74545,0.64767,0.0229519004608862,-0.0218342241120657
"87",425840,"Neal Cotts",2015,1072,0.09795,0.09619,0.00402285904999326,497,0.27364,0.23996,0.0121853935784771,528,0.68371,0.60707,0.0476798695291244,-0.0314716169006541
"88",425844,"Zack Greinke",2015,3236,0.11928,0.11496,0.00254459074844168,1161,0.29888,0.28981,-0.00719655040492621,1410,0.68227,0.64763,0.0228621487221154,-0.0275141083785999
"89",425844,"Zack Greinke",2016,2503,0.10427,0.127,-0.0212299415401877,834,0.32614,0.32697,-0.00508166098626544,1121,0.65745,0.63097,0.0160206453857746,-0.0423322479122277
"90",425844,"Zack Greinke",2017,3103,0.1244,0.13068,-0.00868394406414841,845,0.29231,0.33596,-0.0186249644920014,1395,0.62509,0.63558,-0.0180986407301309,-0.00921026782601884
"91",425844,"Zack Greinke",2018,3208,0.10817,0.12532,-0.017545858920362,981,0.30887,0.34166,-0.0115826613538851,1424,0.6243,0.63862,-0.021504661720235,-0.00762385855401205
"92",425844,"Zack Greinke",2019,3094,0.10472,0.12517,-0.0247505985196215,1028,0.31907,0.34886,0.00150599495945011,1385,0.63249,0.65356,-0.0254152247243813,0.00217062116420991
"93",425856,"Gavin Floyd",2015,218,0.07339,0.09155,-0.00823724008646,68,0.29412,0.29422,-0.00821425505199837,106,0.68868,0.64626,0.0108456002296915,-0.0272970953681499
"94",425856,"Gavin Floyd",2016,475,0.15158,0.09668,0.0435953746000956,156,0.34615,0.25801,0.048145522092997,204,0.65686,0.62179,0.0184891158908016,0.0732517808022909
"95",429400,"Adam Loewen",2015,393,0.1145,0.09686,0.0178150744604985,196,0.27551,0.235,0.0178235279531481,179,0.59218,0.63187,-0.0185552235601413,0.0541938259737879
"96",429400,"Adam Loewen",2016,126,0.0873,0.09099,0.00214178608839372,65,0.10769,0.23192,-0.0400996585469644,56,0.625,0.64077,0.00282814993191608,-0.0407860223904868
"97",429717,"Dan Haren",2015,2897,0.06179,0.08492,-0.0231413985257922,722,0.27008,0.28667,-0.0287129843484997,1394,0.62769,0.62763,-0.0106191640481658,-0.0412352188261261
"98",429719,"Edwin Jackson",2015,876,0.10959,0.10303,0.00645422631676406,300,0.29,0.26285,0.00845505346353225,383,0.70757,0.63598,0.0458616443752002,-0.0309523645949039
"99",429719,"Edwin Jackson",2016,1401,0.09422,0.10508,-0.00868668509656727,455,0.21538,0.25944,-0.0299275470622932,688,0.64971,0.6204,0.0241602602716715,-0.0627744924305319
"100",429719,"Edwin Jackson",2017,1302,0.09985,0.106,-0.00647240436915164,412,0.22816,0.28929,-0.0373522366514073,657,0.67884,0.63737,0.0218233856623244,-0.0656480266828833
"101",429719,"Edwin Jackson",2018,1480,0.08716,0.10156,-0.0133133686062962,484,0.26446,0.28472,-0.00490452222912047,662,0.70544,0.64474,0.0388937268070412,-0.0571116176424579
"102",429719,"Edwin Jackson",2019,1315,0.09962,0.10189,-0.00583917954634197,440,0.19773,0.25419,-0.0302713851081761,610,0.71148,0.66479,0.0291746018491951,-0.0652851665037132
"103",429722,"Ervin Santana",2015,1663,0.09681,0.10941,-0.00707059394880426,458,0.23581,0.27796,-0.0454714695438457,782,0.66113,0.63653,0.0171697274881875,-0.0697117909808374
"104",429722,"Ervin Santana",2016,2919,0.09832,0.11995,-0.0209697703311074,812,0.26724,0.30109,-0.0472067445705956,1302,0.67358,0.6336,0.0289835973220445,-0.0971601122237475
"105",429722,"Ervin Santana",2017,3063,0.10284,0.11934,-0.0169774310850869,823,0.33414,0.30173,0.0296970495971952,1446,0.68465,0.63452,0.0292291779938479,-0.0165095594817396
"106",429722,"Ervin Santana",2018,424,0.04245,0.11494,-0.0520407954235984,145,0.28276,0.28675,-0.00786904312209275,198,0.66162,0.63319,0.00377348333163853,-0.0636833218773297
"107",429722,"Ervin Santana",2019,250,0.056,0.1156,-0.0391676994767804,64,0.20312,0.26964,-0.0152495498919545,122,0.71311,0.64765,0.0170702059946818,-0.0714874553634167
"108",429780,"Chris Narveson",2015,452,0.10841,0.10251,0.00240836985553655,167,0.25749,0.26598,-0.0175208263165258,216,0.625,0.67174,-0.0252645929874372,0.0101521365264479
"109",429781,"Kevin Correia",2015,421,0.06176,0.10031,-0.0256944691253065,187,0.28342,0.26488,0.00709202287312656,176,0.69318,0.60619,0.0435932687227204,-0.0621957149749004
"110",429783,"Rafael Betancourt",2015,699,0.11874,0.09961,0.01759464807109,259,0.30116,0.31017,-0.014553489199469,351,0.75214,0.67342,0.0421818566671835,-0.0391406977955625
"111",430580,"Alfredo Simon",2015,3057,0.07982,0.09499,-0.00960780898148846,897,0.32999,0.26761,0.0494808204104099,1500,0.65333,0.65023,0.00222115310399901,0.0376518583249224
"112",430580,"Alfredo Simon",2016,1114,0.07361,0.08995,-0.015255653196431,315,0.30794,0.26216,0.0380354190772519,518,0.66988,0.65462,0.00627396747573935,0.0165057984050816
"113",430589,"Chad Qualls",2015,733,0.11733,0.11249,0.00520651205691522,154,0.37013,0.29757,0.0342529456950463,355,0.67606,0.65025,0.018088445823457,0.0213710119285045
"114",430589,"Chad Qualls",2016,534,0.09925,0.10841,-0.00626683417339763,116,0.35345,0.24188,0.0631424666209206,261,0.61686,0.60754,0.00466697123637063,0.0522086612111523
"115",430589,"Chad Qualls",2017,252,0.10317,0.09085,0.00617390014638845,55,0.29091,0.2889,0.00514948221642391,138,0.71739,0.64547,0.0299066626753946,-0.0185832803125823
"116",430599,"Joe Blanton",2015,1152,0.13021,0.11921,0.0069682961605196,379,0.34037,0.29641,0.020211019780552,511,0.66145,0.63264,0.00709248043584116,0.0200868355052304
"117",430599,"Joe Blanton",2016,1278,0.14163,0.13215,0.0116989828865109,266,0.23308,0.25242,-0.0132939787160826,587,0.65417,0.64639,0.00297631109458981,-0.00457130692416154
"118",430599,"Joe Blanton",2017,765,0.1268,0.12819,-0.00281943328019647,189,0.2963,0.31823,-0.00685238275667546,392,0.70663,0.66498,0.0218229972655889,-0.0314948133024609
"119",430613,"Ronald Belisario",2015,152,0.07895,0.08502,-0.00139610806382894,62,0.40323,0.32439,0.0346757474102332,71,0.6338,0.69594,-0.0201335609547401,0.0534132003011444
"120",430630,"Jason Frasor",2015,543,0.08287,0.1065,-0.0197319977259117,186,0.27419,0.26906,-0.0077548541678133,262,0.66031,0.67012,-0.0101444078626956,-0.0173424440310294
"121",430641,"Blaine Boyer",2015,931,0.07734,0.09312,-0.0105458202713614,249,0.3012,0.2548,0.0178287370863064,497,0.65392,0.62216,0.016999448064845,-0.00971653124990002
"122",430641,"Blaine Boyer",2016,1051,0.0628,0.09592,-0.0273874845046704,305,0.33115,0.28039,0.0381566363503934,551,0.71143,0.63467,0.0494341709861376,-0.0386650191404146
"123",430641,"Blaine Boyer",2017,691,0.1042,0.10407,-0.00101714085511459,221,0.31674,0.28538,0.0194300726434914,355,0.71268,0.65337,0.0342883548096034,-0.0158754230212266
"124",430641,"Blaine Boyer",2018,434,0.06452,0.11046,-0.037135179565999,126,0.22222,0.31021,-0.0398085860985849,219,0.72603,0.62658,0.0442407160759223,-0.121184481740506
"125",430661,"Dustin McGowan",2015,473,0.10148,0.09968,0.00399638271063092,143,0.27273,0.27656,-0.0114540492149516,225,0.66222,0.65212,0.00355361046194609,-0.0110112769662668
"126",430661,"Dustin McGowan",2016,1078,0.14471,0.10588,0.032238775000241,361,0.32964,0.24659,0.060875462476256,440,0.69545,0.63778,0.0406591040104242,0.0524551334660728
"127",430661,"Dustin McGowan",2017,1175,0.11234,0.10884,-0.000959284527016422,375,0.352,0.28064,0.0595929212541464,517,0.70213,0.62497,0.0454740704599162,0.0131595662672137
"128",430911,"David Aardsma",2015,492,0.14837,0.09082,0.0372801737160711,174,0.25862,0.21419,0.00899871648530498,255,0.72941,0.66473,0.021040233460433,0.025238656740943
"129",430912,"Matt Cain",2015,992,0.08972,0.1122,-0.0232964970991742,332,0.31928,0.28824,0.00791386554334546,476,0.65126,0.64595,-0.00522231818651374,-0.010160313369315
"130",430912,"Matt Cain",2016,1568,0.08673,0.11593,-0.0276914131905987,518,0.2471,0.27014,-0.0218136983350251,759,0.64427,0.65336,-0.00628058503774821,-0.0432245264878756
"131",430912,"Matt Cain",2017,2037,0.04958,0.10164,-0.0508053256510662,639,0.25352,0.28845,-0.0194477647283737,1014,0.63116,0.64402,-0.0200843445191311,-0.0501687458603088
"132",430935,"Cole Hamels",2015,3299,0.13277,0.10446,0.0236890667592193,1247,0.28709,0.26231,-0.00179611272515365,1621,0.68106,0.66732,0.00189774149714773,0.0199952125369179
"133",430935,"Cole Hamels",2016,3164,0.122,0.10205,0.0167910276605585,1259,0.31851,0.27397,0.0315287874372732,1434,0.66109,0.64621,0.00335227789448236,0.0449675372033494
"134",430935,"Cole Hamels",2017,2311,0.09736,0.10007,-0.000665320991309293,872,0.24541,0.27286,-0.0187396138165392,1103,0.67815,0.65665,0.00512787714337466,-0.0245328119512232
"135",430935,"Cole Hamels",2018,3055,0.12144,0.10611,0.0134055850736508,1156,0.25865,0.27024,-0.00530145158745675,1440,0.68264,0.66079,0.00399069826855097,0.00411343521764308
"136",430935,"Cole Hamels",2019,2294,0.11901,0.1076,0.00878871024057537,829,0.22678,0.29838,-0.0455666567407601,1090,0.68073,0.6643,0.0157470655125157,-0.0525250120127005
"137",431148,"Scott Kazmir",2015,2932,0.103,0.09069,0.0150561710135079,1093,0.29369,0.26121,0.0150549785508019,1425,0.66596,0.65224,0.0122765193760937,0.0178346301882161
"138",431148,"Scott Kazmir",2016,2391,0.09536,0.09129,0.00265547812682309,944,0.24788,0.25279,-0.0153308534056711,1153,0.63747,0.65608,-0.0153183275528754,0.00264295227402741
"139",431162,"Tim Stauffer",2015,385,0.05195,0.09735,-0.0283495969123936,146,0.27397,0.28348,-0.0147097860355021,174,0.59195,0.6461,-0.026501045563763,-0.0165583373841327
"140",432934,"Chris Young",2015,1986,0.09466,0.1142,-0.0109609431339743,648,0.22531,0.26629,-0.0433779518524479,941,0.64293,0.64062,0.00126703736225293,-0.0556059323486751
"141",432934,"Chris Young",2016,1678,0.11144,0.11873,-0.00440036494221622,580,0.20862,0.23085,-0.0193158411375791,767,0.65841,0.63019,0.0220074519155146,-0.0457236579953099
"142",432934,"Chris Young",2017,536,0.11381,0.11731,-0.00689171576030582,195,0.2359,0.26214,-0.0107695073404659,233,0.71674,0.62381,0.0483911300587649,-0.0660523531595367
"143",433579,"John Danks",2015,2889,0.09,0.10737,-0.00942338795593929,980,0.24286,0.27535,-0.0425064690682955,1464,0.67213,0.65445,0.0143193922780881,-0.0662492493023229
"144",433579,"John Danks",2016,387,0.0801,0.10573,-0.0199036333569031,142,0.1831,0.28382,-0.078434841813978,193,0.59585,0.64836,-0.0332777188396034,-0.0650607563312778
"145",433584,"Roberto Hernandez",2015,1317,0.06378,0.1068,-0.0349863470487419,425,0.36941,0.30156,0.0479964583485046,579,0.61658,0.64326,-0.0187653806529994,0.031775491952762
"146",433585,"Jeff Francis",2015,400,0.0925,0.10922,-0.00819875133444894,150,0.24667,0.27521,-0.0248540190940462,168,0.64881,0.64998,-0.00198331792811686,-0.0310694525003783
"147",433586,"Santiago Casilla",2015,906,0.10375,0.09483,0.00672432748092749,306,0.30719,0.24312,0.0372935180629054,404,0.59901,0.61461,-0.0247748917072223,0.0687927372510552
"148",433586,"Santiago Casilla",2016,947,0.10876,0.09683,0.00560535374833287,302,0.33113,0.25527,0.0535521317498251,403,0.65261,0.63459,0.00146639178388235,0.0576910937142756
"149",433586,"Santiago Casilla",2017,1018,0.11493,0.09087,0.0213593886575061,314,0.31529,0.24406,0.054764224051287,486,0.65844,0.64271,0.00567086096376366,0.0704527517450294
