"","pitcher","player_name","Pitches","Whiff","xWhiff","In_Whiff","OOZ.Pitches","OOZ.Swing","OOZ.xSwing","OOZ","IZ.Pitches","IZ.Swing","IZ.xSwing","IZ","Score"
"457",543001,"Ryan Carpenter",1110,0.08018,0.10291,-0.0164603869955305,422,0.22749,0.27755,-0.0280019273892122,569,0.71178,0.66154,0.0277251877936373,-0.07218750217838
"458",543017,"Hunter Cervenka",857,0.10035,0.09931,0.00388642912860164,439,0.29157,0.2279,0.0571132252855737,370,0.63784,0.62733,0.0000636695257123466,0.0609359848884631
"459",543022,"Tyler Chatwood",8140,0.08686,0.07995,0.00627819873943751,2486,0.25543,0.26375,-0.00069623988203189,3713,0.64853,0.63779,0.0026373111761018,0.00294464768130382
"460",543031,"Tyler Cloyd",350,0.06286,0.08431,-0.0173655561959128,104,0.25962,0.29083,-0.0121783545730862,161,0.73913,0.67165,0.0273264849846079,-0.0568703957536069
"461",543037,"Gerrit Cole",14937,0.12111,0.11263,0.00722800171674266,4116,0.31827,0.31355,0.0156190227845722,7731,0.65904,0.67072,-0.0197005426689257,0.0425475671702405
"462",543045,"Adam Conley",6682,0.10551,0.10108,0.00291115981483557,2660,0.24248,0.28016,-0.042463088798384,3288,0.69891,0.66603,0.0238335926636748,-0.0633855216472232
"463",543054,"Jarred Cosart",2741,0.07005,0.091,-0.0189961513936588,996,0.19378,0.26761,-0.0608915580875746,1228,0.64902,0.6519,-0.00547893237636907,-0.0744087771048643
"464",543056,"Danny Coulombe",2295,0.1098,0.10723,0.00411002360598154,984,0.25407,0.25637,0.00256358408966264,1157,0.62316,0.64397,-0.0257826982111845,0.0324563059068287
"465",543101,"Anthony DeSclafani",9059,0.09604,0.10933,-0.0143381932042599,2479,0.26906,0.29231,-0.0134683299230631,4550,0.66132,0.64791,0.00519262910077585,-0.0329991522280989
"466",543118,"Oliver Drake",3369,0.13773,0.11815,0.0189538746081707,1278,0.29734,0.33473,-0.0241158280870605,1677,0.65832,0.70042,-0.0454058967221319,0.0402439432432421
"467",543135,"Nathan Eovaldi",7748,0.0968,0.10689,-0.0069750931147074,2230,0.31121,0.31693,0.00156661555255788,4009,0.66725,0.66528,-0.00654937703955031,0.00114089947740078
"468",543144,"Danny Farquhar",2496,0.1262,0.10594,0.0222948138027636,1036,0.35907,0.29968,0.0545687962060637,1141,0.66521,0.6712,-0.00974832545248676,0.086611935461314
"469",543169,"Brian Flynn",2606,0.08979,0.09802,-0.00674786413902781,1125,0.224,0.26112,-0.02169135487318,1213,0.69002,0.63118,0.043728844095933,-0.0721680631081409
"470",543184,"Christian Friedrich",2988,0.09371,0.10434,-0.0133352148993617,1343,0.33209,0.2704,0.0500263783433598,1405,0.64057,0.62036,0.00979225658011195,0.0268989068638861
"471",543193,"Drew Gagnon",611,0.10802,0.10596,0.000465950379719007,158,0.27215,0.30502,-0.0114354257093112,310,0.71613,0.66271,0.025480022305283,-0.0364494976348753
"472",543195,"Eddie Gamboa",220,0.07273,0.07497,-0.0000211631530841702,97,0.20619,0.14226,0.0287467614428036,94,0.58511,0.58353,-0.000642551996216382,0.0293681502859358
"473",543208,"Sam Gaviglio",4627,0.09185,0.11382,-0.0202198019079129,1051,0.26166,0.29817,-0.0221123543982316,2294,0.62293,0.63076,-0.0166796437071918,-0.0256525125989528
"474",543219,"Sean Gilmartin",1774,0.10147,0.10642,-0.00279004850423775,678,0.26696,0.26913,-0.00165106740450091,815,0.61963,0.63084,-0.0129362564689315,0.00849514056019287
"475",543242,"J.R. Graham",1094,0.10603,0.09805,0.00961171268270686,253,0.25692,0.26004,-0.00388396194755693,551,0.69873,0.63809,0.0323817827906491,-0.0266540320554992
"476",543243,"Sonny Gray",12664,0.10321,0.10926,-0.00411505757678525,3181,0.25464,0.29177,-0.0283281056920178,6054,0.63776,0.63882,-0.00939343141361046,-0.0230497318551926
"477",543258,"Preston Guilmet",318,0.08491,0.11258,-0.0132827616456147,80,0.2375,0.28818,-0.0165756262760191,176,0.70455,0.64074,0.025132754393926,-0.0549911423155597
"478",543261,"Jason Gurka",319,0.09718,0.09655,-0.00456113521015634,125,0.328,0.27511,0.0267892302472148,156,0.6859,0.6581,0.001573357054275,0.0206547379827835
"479",543272,"Brad Hand",6313,0.11658,0.1,0.0160210028121949,2639,0.28268,0.27137,0.0127923276092348,3071,0.62358,0.64674,-0.0335410573573265,0.0623543877787561
"480",543278,"Blaine Hardy",4040,0.09777,0.10386,-0.0042885008143777,1374,0.23071,0.284,-0.0455999889768394,2090,0.64067,0.66293,-0.0313601992240354,-0.0185282905671817
"481",543294,"Kyle Hendricks",13588,0.09229,0.10398,-0.0131117494969293,4596,0.36532,0.34669,0.0296235781609233,6553,0.59133,0.64974,-0.0659567449240294,0.0824685735880235
"482",543331,"J.J. Hoover",2410,0.10871,0.10029,0.00665705835927552,710,0.26479,0.27446,-0.00654898748488639,1040,0.66442,0.64539,0.00136128777150764,-0.00125321689711851
"483",543334,"TJ House",370,0.05946,0.10744,-0.0261963764682923,140,0.2,0.26105,-0.0371824598312443,166,0.62651,0.63349,-0.00813452315482909,-0.0552443131447075
"484",543339,"Daniel Hudson",5304,0.11991,0.10961,0.00933828259970551,1637,0.29322,0.31913,-0.0180092343437036,2601,0.69319,0.66462,0.00794578759496038,-0.0166167393389585
"485",543351,"Jay Jackson",605,0.17686,0.11928,0.0412807560511528,166,0.26506,0.27196,-0.00606402462683027,252,0.70635,0.6433,0.0213264253616208,0.0138903060627018
"486",543359,"Dan Jennings",4208,0.08484,0.10123,-0.0113565465251572,1505,0.24718,0.27588,-0.0182352615366223,2053,0.63225,0.6256,-0.00490242371915275,-0.0246893843426267
"487",543380,"Taylor Jungmann",2587,0.07808,0.0954,-0.0172853919240462,870,0.27471,0.2592,0.0194595218945014,1185,0.58903,0.65602,-0.0628394093637836,0.0650135393342388
"488",543391,"Casey Kelly",930,0.07849,0.10015,-0.023007231293238,268,0.29478,0.28152,0.00498267412494983,465,0.69032,0.63937,0.0316922855618162,-0.0497168427301044
"489",543408,"Tom Koehler",7240,0.08633,0.10994,-0.0244589986260756,2086,0.24401,0.2618,-0.0163071387265944,3401,0.6307,0.63096,-0.0085181053615744,-0.0322480319910956
"490",543424,"John Lamb",2376,0.09217,0.0922,-0.00242940679416172,939,0.27583,0.29963,-0.0254725108278653,1202,0.62063,0.66184,-0.0440852074112175,0.0161832897891905
"491",543456,"Kyle Lobstein",1421,0.07389,0.07929,-0.00645089491316132,569,0.26186,0.23664,0.0203374626548345,627,0.62998,0.61892,-0.00127816312553619,0.0151647308672094
"492",543475,"Jordan Lyles",6666,0.09271,0.11394,-0.0220180099882121,2272,0.28389,0.28142,0.00639364238817196,3232,0.67358,0.64861,0.0144615700720296,-0.0300859376720697
"493",543483,"Matt Magill",1973,0.12772,0.11258,0.00994769021877822,579,0.28325,0.29473,-0.00667718768778196,947,0.67476,0.6451,0.0142783618781503,-0.0110078593471541
"494",543506,"Brandon Maurer",3710,0.11159,0.11427,0.00160203650626539,1167,0.30677,0.30613,0.014026389941145,1765,0.66289,0.65418,-0.00398388480407225,0.0196123112514827
"495",543507,"Trevor May",4318,0.12321,0.11043,0.0147123446785643,1292,0.30495,0.30226,0.00425089031704022,2245,0.67305,0.67202,-0.00986535338502713,0.0288285883806317
"496",543508,"Cory Mazzoni",512,0.08594,0.10213,-0.0101148986090987,161,0.1677,0.24623,-0.0308672180847824,261,0.69349,0.63534,0.0327265369674911,-0.0737086536613722
"497",543521,"Collin McHugh",9908,0.11143,0.10914,0.00441944754028209,3036,0.26285,0.2944,-0.0213302405575703,4826,0.63987,0.65751,-0.0229977491373851,0.00608695612009692
"498",543532,"Tim Melville",803,0.0934,0.11458,-0.0215690019066018,269,0.25651,0.26317,0.00107047458278066,346,0.71098,0.63533,0.0347870979958826,-0.0552856253197037
"499",543542,"Alex Meyer",1697,0.10077,0.09918,0.00541198381201111,534,0.23034,0.26906,-0.0191544396959058,786,0.57634,0.65002,-0.0629640730704298,0.0492216171865351
"500",543548,"Tommy Milone",6058,0.08798,0.11733,-0.0268432808061602,1956,0.27096,0.32598,-0.0546375720325108,2660,0.62707,0.64233,-0.023861561748636,-0.0576192910900349
"501",543557,"Mike Montgomery",8477,0.0939,0.09792,-0.00511294777360925,3263,0.24333,0.25963,-0.0159937819029772,4010,0.64015,0.64034,-0.0133336637202324,-0.00777306595635405
"502",543594,"Sean Nolin",433,0.05543,0.09172,-0.0237195879513971,174,0.21839,0.26646,-0.034846336998936,236,0.60169,0.6422,-0.0252539086974474,-0.0333120162528857
"503",543606,"Jake Odorizzi",14204,0.108,0.11387,-0.00312311832499238,5432,0.31977,0.31605,0.00726941525601997,6659,0.69845,0.68581,0.00515718547131652,-0.00101088854028893
"504",543607,"Edgar Olmos",239,0.02929,0.08767,-0.0249857081187475,103,0.13592,0.22584,-0.0429888621649017,112,0.58929,0.61722,-0.00713985303520038,-0.0608347172484489
"505",543652,"Tyler Pill",363,0.07989,0.0935,-0.0141119235952494,129,0.24806,0.23155,0.0123569960289243,163,0.65644,0.64699,0.00387253476539352,-0.00562746233171865
"506",543699,"Tanner Roark",13825,0.08846,0.10927,-0.0218192811652599,4694,0.31743,0.29361,0.0264766785325927,6478,0.64264,0.66396,-0.0291119019519973,0.0337692993193301
"507",543716,"David Rollins",643,0.10264,0.10415,-0.00033713005047698,244,0.29098,0.27932,0.0084487897536439,305,0.7082,0.65828,0.0253405646935234,-0.0172289049903564
"508",543726,"Robbie Ross Jr.",2135,0.10211,0.09418,0.00846851724585917,913,0.2793,0.251,0.0282729440957043,1086,0.63444,0.63975,-0.00968094678046284,0.0464224081220263
