pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
1217,605154,John Brebbia,1217,100,0.216,0.117,0.293,0.333,0.274,0.274,0.21,59,273,82.7,27.7,2479,89.2,89.81,178,616,596,0.6,6.48,111,150,112,148,299,321,298
1217,543339,Daniel Hudson,1217,100,0.21,0.154,0.249,0.363,0.28,0.307,0.227,56,267,83.3,21.8,2501,93.5,93.02,138,601,607,-0.5,6.06,111,151,117,149,304,324,299
1216,433587,Felix Hernandez,1216,100,0.291,0.26,0.311,0.551,0.382,0.372,0.289,85,292,87.1,11.4,2170,84.6,84.19,114,524,683,-0.4,5.95,109,155,113,147,297,321,295
1210,593833,Wander Suero,1210,100,0.242,0.11,0.326,0.352,0.289,0.316,0.261,64,264,83.5,14.8,2480,90.8,90.75,177,602,603,0,6.07,113,149,112,148,300,314,296
1204,542882,Matt Andriese,1204,100,0.262,0.164,0.335,0.425,0.321,0.293,0.229,72,275,83.1,11.8,2333,88.7,87.67,143,566,630,-1,5.57,112,152,118,150,303,327,302
1194,571882,Derek Law,1194,100,0.256,0.181,0.321,0.437,0.346,0.329,0.25,61,238,83.7,12,2129,86.7,86.87,150,500,688,0.2,6.29,109,152,119,149,306,329,301
1188,543766,Bryan Shaw,1188,100,0.251,0.215,0.277,0.465,0.34,0.334,0.261,69,275,85.6,10.9,2378,90.1,88.86,138,545,634,-1.2,5.23,114,151,116,147,307,333,307
1184,518617,Jake Diekman,1184,100,0.215,0.101,0.319,0.316,0.305,0.3,0.206,49,228,81.6,13.9,2451,90.8,90.51,188,530,639,-0.3,6.07,108,147,115,144,299,323,300
1181,623352,Josh Hader,1181,100,0.155,0.211,0.232,0.366,0.25,0.232,0.155,41,265,82.6,32.2,2190,93.4,94.07,291,693,480,0.7,6.64,112,154,113,150,304,318,293
1181,656794,Sean Newcomb,1181,100,0.236,0.139,0.282,0.375,0.302,0.302,0.237,61,259,82.3,16.6,2371,89.7,88.32,123,537,636,-1.4,5.48,109,151,112,149,306,324,294
1175,664285,Framber Valdez,1175,100,0.267,0.152,0.319,0.419,0.345,0.323,0.253,74,277,85.7,-0.9,2429,88.1,87.15,133,510,659,-1,5.76,107,151,115,147,288,314,296
1166,543507,Trevor May,1166,100,0.184,0.132,0.233,0.316,0.258,0.284,0.202,43,234,83.2,23.4,2363,91,92,162,539,622,1,6.73,108,154,115,147,297,326,295
1162,593144,Richard Rodriguez,1162,100,0.252,0.182,0.28,0.434,0.318,0.301,0.237,65,258,84.3,25.1,2488,91.5,91.57,134,564,592,0.1,6.4,108,148,120,147,308,325,301
1159,570663,Hansel Robles,1159,100,0.221,0.111,0.283,0.332,0.256,0.269,0.225,58,262,83.8,19.9,2237,93.7,93.12,154,583,574,-0.6,5.88,112,150,114,148,292,317,292
1158,493603,Adam Ottavino,1158,100,0.198,0.11,0.286,0.308,0.278,0.271,0.184,47,237,79.1,17.1,2645,87.7,88.09,137,448,707,0.4,6.57,107,152,113,148,295,324,288
1157,446321,Ross Detwiler,1157,100,0.305,0.266,0.304,0.571,0.393,0.385,0.303,86,282,84.7,12.9,2094,87.8,86.32,88,542,612,-1.5,5.25,108,150,114,146,295,319,293
1157,571656,Buck Farmer,1157,100,0.247,0.175,0.31,0.422,0.316,0.314,0.245,62,251,83.7,16.2,2283,90,89.35,159,533,618,-0.7,5.83,109,148,114,148,297,330,290
1154,433589,Yusmeiro Petit,1154,100,0.194,0.167,0.214,0.361,0.243,0.271,0.216,57,294,82,24.6,2149,85.1,86.29,143,567,582,1.2,6.9,111,148,120,150,299,324,299
1151,612672,Wei-Yin Chen,1151,100,0.311,0.246,0.353,0.557,0.383,0.347,0.282,87,280,83.8,18.7,2177,85.9,85.72,117,580,560,-0.2,6.05,108,151,118,147,300,324,296
1149,642607,Dario Agrazal,1149,100,0.283,0.214,0.285,0.497,0.358,0.348,0.28,82,290,82.7,16.8,2180,88.8,88.05,84,523,612,-0.7,5.72,110,148,120,148,306,326,299
1145,592346,Chi Chi Gonzalez,1145,100,0.246,0.2,0.261,0.446,0.337,0.349,0.269,59,240,83.3,13.6,2371,89.4,88.51,102,497,644,-0.9,5.45,114,152,118,147,307,334,307
1144,606965,Chris Devenski,1144,100,0.256,0.215,0.298,0.47,0.331,0.306,0.239,69,270,83.5,20.1,2093,88.2,87.05,157,557,584,-1.1,5.55,111,153,120,150,289,316,297
1143,453172,Jared Hughes,1143,100,0.224,0.2,0.233,0.424,0.31,0.314,0.248,57,255,84.8,-0.7,1881,89.7,89.58,122,540,598,-0.1,6.18,112,152,118,146,297,317,289
1142,607352,Joe Biagini,1142,100,0.281,0.233,0.318,0.514,0.363,0.358,0.285,71,253,83.5,12.4,2155,89.9,89.22,149,526,613,-0.7,5.85,111,153,119,149,301,323,297
1142,657624,Josh James,1142,100,0.203,0.172,0.308,0.374,0.307,0.263,0.171,46,227,83.9,22.6,2362,93.1,92.62,189,516,619,-0.5,6.01,111,152,117,150,288,315,297
1141,606149,Giovanny Gallegos,1141,100,0.17,0.151,0.222,0.32,0.233,0.253,0.188,44,259,83.1,23.5,2343,90,88.22,198,572,565,-1.8,5.3,113,151,111,149,297,322,298
1138,605452,Joe Ross,1138,100,0.291,0.157,0.351,0.449,0.359,0.354,0.269,74,254,82.7,15.4,2045,91.2,91.49,126,535,597,0.3,6.36,113,149,113,148,298,315,297
1136,458708,Josh Tomlin,1136,100,0.267,0.195,0.279,0.463,0.312,0.312,0.271,82,307,83.8,18.5,2435,85.6,84.34,115,579,554,-1.3,5.29,110,150,114,150,306,325,297
1133,434538,Francisco Liriano,1133,100,0.232,0.151,0.274,0.382,0.312,0.308,0.23,60,259,81.9,12.2,2027,89.6,89.58,163,535,588,0,6.15,109,149,117,146,308,324,296
1133,628452,Raisel Iglesias,1133,100,0.24,0.201,0.318,0.441,0.311,0.281,0.221,61,254,82.3,22.1,2292,90.5,89.69,188,553,574,-0.8,5.72,117,154,116,145,293,315,290
1132,542888,Shawn Armstrong,1132,100,0.282,0.167,0.349,0.449,0.35,0.343,0.259,66,234,81.4,24.9,2584,91.1,91.33,148,553,573,0.2,6.34,103,151,115,145,302,325,298
1126,593576,Hector Neris,1126,100,0.186,0.153,0.241,0.339,0.268,0.275,0.199,45,242,83,13.4,1843,89.6,89.02,210,545,572,-0.6,5.91,111,151,116,150,300,324,295
1124,598287,Noe Ramirez,1124,100,0.232,0.165,0.299,0.398,0.3,0.285,0.218,59,254,82.5,15.8,2346,83.2,81.94,158,509,609,-1.3,5.52,111,151,115,146,295,318,290
1119,650895,Diego Castillo,1119,100,0.23,0.144,0.302,0.374,0.294,0.262,0.196,59,257,82.5,11.2,2232,93.3,91.41,165,507,604,-1.9,5.18,109,154,114,147,292,324,297
1116,465657,Joakim Soria,1116,100,0.202,0.139,0.253,0.341,0.264,0.288,0.219,51,252,81.6,22.1,2347,88.4,88.39,155,538,575,0,6.25,112,150,122,151,303,326,300
1112,520980,Pedro Baez,1112,100,0.174,0.113,0.215,0.287,0.242,0.252,0.188,43,247,81.8,23.7,2122,91.1,91.01,182,569,532,-0.1,6.11,110,158,118,144,297,319,296
1110,642397,Gregory Soto,1110,100,0.308,0.188,0.344,0.496,0.376,0.375,0.298,74,240,85,16.1,2321,92.5,93.25,101,508,598,0.8,6.65,106,147,115,146,298,330,291
1109,518553,Steve Cishek,1109,100,0.21,0.118,0.246,0.328,0.287,0.313,0.228,48,229,80,14,2339,85.8,87.6,109,482,618,1.8,7.28,111,151,111,152,295,320,295
1107,607231,John Gant,1107,100,0.217,0.106,0.275,0.323,0.285,0.292,0.233,51,235,82.8,14,2302,90.4,90.29,143,521,585,-0.1,6.23,110,148,110,147,299,322,298
1101,623433,Nick Anderson,1101,100,0.214,0.16,0.349,0.374,0.273,0.259,0.197,52,243,82.6,24.8,2239,90.8,89.92,225,593,504,-0.9,5.79,110,156,119,148,301,326,301
1096,453178,Ian Kennedy,1096,100,0.261,0.102,0.349,0.363,0.294,0.277,0.225,64,245,82.9,21.1,2433,91.7,91.77,128,527,566,0.1,6.25,113,150,116,143,301,326,307
1092,571710,Mychal Givens,1092,100,0.213,0.213,0.271,0.426,0.307,0.303,0.22,49,230,83.3,21.3,2356,92.5,92.38,187,546,542,-0.1,6.17,107,153,116,146,299,324,296
1076,457915,Javy Guerra,1076,100,0.251,0.176,0.284,0.427,0.305,0.312,0.255,67,267,82.3,20.7,2061,89.1,88.06,107,571,501,-1,5.61,114,151,118,148,303,315,296
1076,643316,Paul Fry,1076,100,0.247,0.155,0.299,0.402,0.329,0.314,0.241,54,219,81.4,6.4,2550,87.5,87.12,117,452,615,-0.4,5.95,106,153,114,147,298,325,299
1075,641941,Emilio Pagan,1075,100,0.179,0.19,0.228,0.369,0.248,0.221,0.174,45,252,83.4,26,2436,92.3,92.65,207,589,483,0.4,6.53,110,166,120,148,295,325,301
1075,448281,Sean Doolittle,1075,100,0.26,0.202,0.315,0.463,0.325,0.305,0.236,63,242,82.4,29.2,2219,92.1,91.84,149,634,437,-0.3,6.03,112,151,113,148,306,320,297
1073,621242,Edwin Diaz,1073,100,0.258,0.244,0.381,0.502,0.348,0.277,0.207,58,225,83.4,19.7,2370,94.7,95.47,209,552,514,0.8,6.67,115,149,112,145,298,319,298
1072,607229,Robert Gsellman,1072,100,0.261,0.167,0.317,0.429,0.329,0.294,0.239,64,245,81.8,13.7,2284,91.6,90.73,133,504,557,-0.9,5.76,114,151,111,147,299,319,296
1068,453343,Mark Melancon,1068,100,0.27,0.087,0.349,0.357,0.294,0.286,0.257,71,263,84.6,7.4,2444,88.6,88.23,124,481,584,-0.4,6.03,108,149,113,147,302,326,296
1068,445276,Kenley Jansen,1068,100,0.213,0.171,0.273,0.383,0.28,0.266,0.211,51,240,79.2,24.1,2506,90.7,92.39,184,568,492,1.7,7.04,114,158,115,146,294,318,296
1065,573124,Taylor Rogers,1065,100,0.225,0.128,0.313,0.353,0.269,0.258,0.207,58,258,81.3,11.3,2304,88.3,87.32,125,482,577,-1,5.62,107,153,114,145,298,326,293
1061,543045,Adam Conley,1061,100,0.308,0.215,0.357,0.522,0.379,0.337,0.27,76,247,82.3,18.3,2242,91.6,91.16,125,538,515,-0.4,6.13,106,153,118,146,300,322,297
1056,641729,Joe Jimenez,1056,100,0.243,0.23,0.319,0.474,0.338,0.303,0.215,56,230,82.9,28,2452,92.4,92.44,166,526,522,0,6.34,111,150,115,149,301,333,296
1054,605240,Jace Fry,1054,100,0.218,0.153,0.289,0.371,0.324,0.33,0.234,44,202,84.2,8.2,2444,87.3,85.58,155,424,625,-1.7,5.13,109,149,112,147,290,318,296
1053,592612,Josh Osich,1053,100,0.242,0.227,0.26,0.469,0.315,0.311,0.253,62,256,83.8,12.4,2260,88.6,87.74,141,510,541,-0.9,5.58,112,151,116,148,291,320,296
1053,472610,Luis Garcia,1053,100,0.257,0.186,0.284,0.443,0.346,0.349,0.269,61,237,84.1,12.1,1955,91,91.07,140,471,571,0.1,6.19,111,148,114,147,294,317,291
1053,596133,Luke Weaver,1053,100,0.227,0.14,0.292,0.368,0.277,0.306,0.253,55,242,84.5,17.8,2105,89.5,88.85,127,489,554,-0.7,5.78,112,153,116,152,299,330,304
1052,594986,Kyle Ryan,1052,100,0.243,0.097,0.301,0.341,0.294,0.297,0.241,55,226,83.4,10.9,2130,87.4,87.27,107,453,594,-0.1,6.07,110,150,110,150,295,321,296
1048,596043,Daniel Mengden,1048,100,0.254,0.168,0.283,0.422,0.325,0.331,0.263,59,232,83.7,21.6,2195,86.7,86.81,68,449,597,0.1,6.27,111,149,118,151,298,323,299
1044,606131,Luis Perdomo,1044,100,0.252,0.12,0.296,0.372,0.292,0.308,0.264,69,274,84.3,5.5,1994,90.9,90.08,100,504,533,-0.8,5.66,114,151,115,148,305,328,306
1043,519293,Will Smith,1043,100,0.196,0.162,0.277,0.357,0.264,0.265,0.207,46,235,82.8,18.7,2242,86.4,85.92,170,495,544,-0.5,5.86,109,150,114,146,305,332,302
1041,544727,Jeurys Familia,1041,100,0.274,0.164,0.35,0.438,0.359,0.33,0.247,62,226,83.7,9.3,2171,93.6,92.44,124,433,599,-1.2,5.57,111,149,111,145,295,314,293
1039,607481,Aaron Bummer,1039,100,0.184,0.068,0.229,0.252,0.237,0.256,0.206,43,234,84.4,1.2,2075,93.6,93.32,119,489,545,-0.3,5.94,109,148,111,146,292,319,297
1038,606625,Reyes Moronta,1038,100,0.197,0.101,0.274,0.298,0.276,0.296,0.197,41,208,82.5,23.4,2425,91.9,91.64,130,438,586,-0.3,5.96,108,148,113,147,301,327,295
1030,518452,Chad Bettis,1030,100,0.301,0.197,0.329,0.498,0.365,0.322,0.271,78,259,84.9,5.1,1927,88.5,88.45,100,478,543,-0.1,5.92,111,152,114,147,307,333,306
1028,596112,Robert Stephenson,1028,100,0.182,0.195,0.231,0.377,0.265,0.25,0.194,43,236,83.2,21.4,2584,88.4,87.92,201,512,513,-0.5,5.71,116,153,118,145,293,313,289
1027,592468,Nick Kingham,1027,100,0.341,0.258,0.39,0.598,0.42,0.357,0.285,78,229,82.8,15.2,2260,88,87.22,97,484,536,-0.8,5.69,110,150,120,148,304,324,301
1026,592454,Tommy Kahnle,1026,100,0.2,0.164,0.279,0.364,0.275,0.262,0.201,45,225,82.8,9.1,1871,92.6,93.13,191,526,496,0.5,6.55,109,152,115,149,294,323,289
1023,595014,Blake Treinen,1023,100,0.257,0.159,0.308,0.416,0.339,0.334,0.252,58,226,83.4,12.5,2380,94.9,93.19,135,506,515,-1.7,5.28,109,147,117,148,300,324,299
1022,656685,Brett Martin,1022,100,0.28,0.136,0.34,0.416,0.318,0.32,0.269,72,257,85.2,11.3,2295,89.1,89.06,145,522,491,0,6.18,108,152,114,147,293,321,299
1021,489446,Kirby Yates,1021,100,0.186,0.077,0.328,0.262,0.23,0.224,0.171,41,221,79.1,17.8,1925,90.4,89.17,174,503,507,-1.2,5.58,117,152,115,151,302,326,306
1021,592135,Cam Bedrosian,1021,100,0.207,0.129,0.253,0.336,0.273,0.301,0.229,48,232,84.8,14.1,2497,87.9,87.22,135,448,565,-0.7,5.8,112,150,114,148,293,318,293
1020,453284,Blake Parker,1020,100,0.235,0.204,0.267,0.438,0.319,0.349,0.271,53,226,83.6,19.1,1819,85.1,85.71,122,446,569,0.6,6.6,109,152,116,148,298,324,294
1019,592229,Dylan Covey,1019,100,0.306,0.2,0.326,0.506,0.376,0.401,0.331,75,245,85.3,14,1993,90.8,90.18,83,462,553,-0.6,5.7,108,150,113,148,295,322,297
1016,605155,Colten Brewer,1016,100,0.277,0.15,0.335,0.427,0.347,0.327,0.257,59,213,84.3,6.5,2595,87.7,86.5,120,432,580,-1.2,5.6,108,148,116,147,284,321,291
1016,593140,Michael Feliz,1016,100,0.212,0.202,0.264,0.413,0.309,0.295,0.205,44,208,80.8,23.4,2296,91.8,92.05,138,476,535,0.3,6.35,110,148,121,148,306,325,300
1005,458006,Matt Albers,1005,100,0.239,0.158,0.283,0.396,0.314,0.309,0.237,53,222,83.2,7.8,2095,88.7,88.94,100,415,581,0.2,6.27,109,154,113,149,302,319,294
